variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_k8_seg,256,1,383816,45024,0.3586,1.7593,6.257,,,92.2
recursion_k8_outer,256,1,6083168,2010,0.2498,0.2074,80.1901,0.0121,14656,8097.29
recursion_k8,256,2,6466984,47034,0.6092,2.4259,86.9599,0.0122,14656,8094.95
recursion_k8_seg,256,2,383816,45024,0.3586,2.2191,8.5026,,,92.08
recursion_k8_outer,256,2,6083168,2010,0.2506,0.2068,78.4573,0.0122,14656,8094.95
recursion_k2,512,1,2308780,105008,2.3953,1.2812,32.6617,0.0152,14656,2036.81
recursion_k2_seg,512,1,833466,103564,2.1241,1.0939,11.7439,,,597.99
recursion_k2_outer,512,1,1475314,1444,0.2712,0.1873,20.9178,0.0152,14656,2036.81
recursion_k2,512,2,2308780,105008,2.3612,1.3035,34.4731,0.0153,14656,2058.11
recursion_k2_seg,512,2,833466,103564,2.1241,1.1166,13.4578,,,598.11
recursion_k2_outer,512,2,1475314,1444,0.2371,0.1869,21.0153,0.0153,14656,2058.11
recursion_k4,512,1,3848105,105054,1.3404,1.6334,53.4253,0.0139,14656,4129.89
recursion_k4_seg,512,1,836212,103192,1.0466,1.4399,12.3522,,,308.76
recursion_k4_outer,512,1,3011893,1862,0.2938,0.1935,41.0731,0.0139,14656,4129.89
recursion_k4,512,2,3848105,105054,1.2826,1.8024,55.2062,0.0142,14656,4149.07
recursion_k4_seg,512,2,836212,103192,1.0466,1.6082,14.3205,,,308.78
recursion_k4_outer,512,2,3011893,1862,0.236,0.1942,40.8857,0.0142,14656,4149.07
recursion_k8,512,1,6926756,105146,0.8003,2.2182,88.9228,0.0122,14656,8114.97
recursion_k8_seg,512,1,841704,102448,0.5484,2.019,10.9214,,,170.15
recursion_k8_outer,512,1,6085052,2698,0.2519,0.1992,78.0014,0.0122,14656,8114.97
recursion_k8,512,2,6926756,105146,0.7863,2.749,93.4628,0.012,14656,8148.72
recursion_k8_seg,512,2,841704,102448,0.5484,2.5405,15.3119,,,170.15
recursion_k8_outer,512,2,6085052,2698,0.2379,0.2085,78.1509,0.012,14656,8148.72
recursion_k2,768,1,2856365,174384,3.9671,1.7863,44.202,0.0153,14656,2100.41
recursion_k2_seg,768,1,1380196,172384,3.6959,1.5957,23.2119,,,1054.02
recursion_k2_outer,768,1,1476169,2000,0.2712,0.1906,20.9901,0.0153,14656,2100.41
recursion_k2,768,2,2856365,174384,3.9237,1.8159,44.1196,0.0153,14656,2149.91
recursion_k2_seg,768,2,1380196,172384,3.6959,1.6248,23.0901,,,1053.93
recursion_k2_outer,768,2,1476169,2000,0.2278,0.1911,21.0295,0.0153,14656,2149.91
recursion_k4,768,1,4395691,174430,2.088,2.0985,63.4241,0.0136,14656,4178.69
recursion_k4_seg,768,1,1382600,171968,1.796,1.9,22.5786,,,518.05
recursion_k4_outer,768,1,3013091,2462,0.292,0.1985,40.8455,0.0136,14656,4178.69
recursion_k4,768,2,4395691,174430,2.0322,2.1877,65.3436,0.014,14656,4144.47
recursion_k4_seg,768,2,1382600,171968,1.796,1.9903,24.511,,,517.93
recursion_k4_outer,768,2,3013091,2462,0.2362,0.1974,40.8326,0.014,14656,4144.47
recursion_k8,768,1,7474344,174522,1.1802,2.6983,97.4631,0.0121,14656,8185.23
recursion_k8_seg,768,1,1387408,171136,0.9063,2.494,19.6202,,,281.63
recursion_k8_outer,768,1,6086936,3386,0.2739,0.2043,77.8429,0.0121,14656,8185.23
recursion_k8,768,2,7474344,174522,1.147,3.1343,102.8421,0.012,14656,8145.87
recursion_k8_seg,768,2,1387408,171136,0.9063,2.9192,25.4502,,,281.95
recursion_k8_outer,768,2,6086936,3386,0.2407,0.2151,77.3919,0.012,14656,8145.87
recursion_k2,1000,1,3273037,227048,4.9511,2.1998,40.6061,0.0157,14656,2092.25
recursion_k2_seg,1000,1,1796404,224584,4.7199,2.0107,19.281,,,1251.91
recursion_k2_outer,1000,1,1476633,2464,0.2312,0.1891,21.3251,0.0157,14656,2092.25
recursion_k2,1000,2,3273037,227048,4.9484,2.2431,48.4438,0.0149,14656,2076.34
recursion_k2_seg,1000,2,1796404,224584,4.7199,2.0526,25.4666,,,1251.77
recursion_k2_outer,1000,2,1476633,2464,0.2285,0.1905,22.9772,0.0149,14656,2076.34
recursion_k4,1000,1,4812363,227094,2.5719,2.3121,63.2518,0.0138,14656,4166.11
recursion_k4_seg,1000,1,1798808,224168,2.2633,2.1125,22.3502,,,627.2
recursion_k4_outer,1000,1,3013555,2926,0.3086,0.1996,40.9016,0.0138,14656,4166.11
recursion_k4,1000,2,4812363,227094,2.4967,2.5132,68.7443,0.0139,14656,4122.21
recursion_k4_seg,1000,2,1798808,224168,2.2633,2.3167,27.9472,,,627.31
recursion_k4_outer,1000,2,3013555,2926,0.2334,0.1965,40.7971,0.0139,14656,4122.21
recursion_k8,1000,1,7891008,227186,1.3983,3.0523,99.0348,0.0125,14656,8138.33
recursion_k8_seg,1000,1,1803608,223336,1.1117,2.8456,22.3831,,,338.26
recursion_k8_outer,1000,1,6087400,3850,0.2866,0.2067,76.6517,0.0125,14656,8138.33
recursion_k8,1000,2,7891008,227186,1.3513,3.5119,107.9431,0.0122,14656,8277.09
recursion_k8_seg,1000,2,1803608,223336,1.1117,3.2967,29.0724,,,338.51
recursion_k8_outer,1000,2,6087400,3850,0.2396,0.2152,78.8707,0.0122,14656,8277.09
